Area,Date,Mean_TemperatureF
CPH,5/19/14,58
CPH,5/20/14,58
CPH,5/21/14,61
CPH,5/22/14,68
CPH,5/23/14,66
CPH,5/24/14,60
CPH,5/25/14,62
CPH,5/26/14,62
CPH,5/27/14,58
CPH,5/28/14,52
CPH,5/29/14,52
CPH,5/30/14,60
CPH,5/31/14,58
CPH,6/1/14,59
CPH,6/2/14,60
CPH,6/3/14,58
CPH,6/4/14,58
CPH,6/5/14,61
CPH,6/6/14,59
CPH,6/7/14,59
CPH,6/8/14,60
CPH,6/9/14,65
CPH,6/10/14,68
CPH,6/11/14,64
CPH,6/12/14,63
CPH,6/13/14,61
CPH,6/14/14,60
CPH,6/15/14,60
CPH,6/16/14,58
CPH,6/17/14,64
CPH,6/18/14,64
CPH,6/19/14,58
CPH,6/20/14,60
CPH,6/21/14,56
CPH,6/22/14,56
CPH,6/23/14,58
CPH,6/24/14,58
CPH,6/25/14,59
CPH,6/26/14,58
CPH,6/27/14,60
CPH,6/28/14,63
CPH,6/29/14,59
CPH,6/30/14,60
CPH,7/1/14,60
CPH,7/2/14,59
CPH,7/3/14,61
CPH,7/4/14,66
CPH,7/5/14,70
CPH,7/6/14,68
CPH,7/7/14,69
CPH,7/8/14,72
CPH,7/9/14,74
CPH,7/10/14,74
CPH,7/11/14,70
CPH,7/12/14,64
CPH,7/13/14,61
CPH,7/14/14,64
CPH,7/15/14,68
CPH,7/16/14,66
CPH,7/17/14,64
CPH,7/18/14,67
CPH,7/19/14,69
CPH,7/20/14,71
CPH,7/21/14,72
CPH,7/22/14,73
CPH,7/23/14,73
CPH,7/24/14,74
CPH,7/25/14,74
CPH,7/26/14,74
CPH,7/27/14,72
CPH,7/28/14,74
CPH,7/29/14,76
CPH,7/30/14,70
CPH,7/31/14,69
CPH,8/1/14,69
CPH,8/2/14,74
CPH,8/3/14,72
CPH,8/4/14,69
CPH,8/5/14,70
CPH,8/6/14,66
CPH,8/7/14,68
CPH,8/8/14,68
CPH,8/9/14,68
CPH,8/10/14,65
CPH,8/11/14,66
CPH,8/12/14,64
CPH,8/13/14,64
CPH,8/14/14,64
CPH,8/15/14,64
CPH,8/16/14,60
CPH,8/17/14,57
CPH,8/18/14,59
CPH,8/19/14,60
CPH,8/20/14,60
CPH,8/21/14,59
CPH,8/22/14,59
CPH,8/23/14,60
CPH,8/24/14,58
CPH,8/25/14,57
CPH,8/26/14,57
CPH,8/27/14,62
CPH,8/28/14,59
CPH,8/29/14,60
CPH,8/30/14,59
CPH,8/31/14,58
CPH,9/1/14,63
CPH,9/2/14,60
CPH,9/3/14,58
CPH,9/4/14,62
CPH,9/5/14,62
CPH,9/6/14,64
CPH,9/7/14,64
CPH,9/8/14,60
CPH,9/9/14,60
CPH,9/10/14,58
CPH,9/11/14,61
CPH,9/12/14,60
CPH,9/13/14,59
CPH,9/14/14,62
CPH,9/15/14,63
CPH,9/16/14,62
CPH,9/17/14,62
CPH,9/18/14,63
CPH,9/19/14,63
CPH,9/20/14,58
CPH,9/21/14,58
CPH,9/22/14,52
CPH,9/23/14,48
CPH,9/24/14,57
CPH,9/25/14,55
CPH,9/26/14,58
CPH,9/27/14,56
CPH,9/28/14,58
CPH,9/29/14,56
CPH,9/30/14,56
CPH,10/1/14,56
CPH,10/2/14,56
CPH,10/3/14,56
CPH,10/4/14,60
CPH,10/5/14,57
CPH,10/6/14,55
CPH,10/7/14,54
CPH,10/8/14,78
CPH,10/9/14,60
CPH,10/10/14,56
CPH,10/11/14,54
CPH,10/12/14,54
CPH,10/13/14,50
CPH,10/14/14,51
CPH,10/15/14,52
CPH,10/16/14,56
CPH,10/17/14,54
CPH,10/18/14,56
CPH,10/19/14,58
CPH,10/20/14,55
CPH,10/21/14,51
CPH,10/22/14,54
CPH,10/23/14,52
CPH,10/24/14,52
CPH,10/25/14,51
CPH,10/26/14,54
CPH,10/27/14,54
CPH,10/28/14,53
CPH,10/29/14,49
CPH,10/30/14,44
CPH,10/31/14,46
CPH,11/1/14,54
CPH,11/2/14,54
CPH,11/3/14,55
CPH,11/4/14,53
CPH,11/5/14,50
CPH,11/6/14,48
CPH,11/7/14,46
CPH,11/8/14,50
CPH,11/9/14,51
CPH,11/10/14,48
CPH,11/11/14,47
CPH,11/12/14,50
CPH,11/13/14,50
CPH,11/14/14,50
CPH,11/15/14,49
CPH,11/16/14,47
CPH,11/17/14,46
CPH,11/18/14,44
CPH,11/19/14,41
CPH,11/20/14,42
CPH,11/21/14,44
CPH,11/22/14,43
CPH,11/23/14,46
CPH,11/24/14,46
CPH,11/25/14,42
CPH,11/26/14,41
CPH,11/27/14,44
CPH,11/28/14,40
CPH,11/29/14,38
CPH,11/30/14,38
CPH,12/1/14,35
CPH,12/2/14,36
CPH,12/3/14,36
CPH,12/4/14,39
CPH,12/5/14,40
CPH,12/6/14,38
CPH,12/7/14,36
CPH,12/8/14,39
CPH,12/9/14,36
CPH,12/10/14,40
CPH,12/11/14,39
CPH,12/12/14,42
CPH,12/13/14,41
CPH,12/14/14,38
CPH,12/15/14,40
CPH,12/16/14,38
CPH,12/17/14,38
CPH,12/18/14,44
CPH,12/19/14,44
CPH,12/20/14,38
CPH,12/21/14,41
CPH,12/22/14,46
CPH,12/23/14,43
CPH,12/24/14,42
CPH,12/25/14,29
CPH,12/26/14,24
CPH,12/27/14,31
CPH,12/28/14,26
CPH,12/29/14,26
CPH,12/30/14,34
CPH,12/31/14,41
SYD,1/1/14,74
SYD,1/2/14,84
SYD,1/3/14,76
SYD,1/4/14,72
SYD,1/5/14,76
SYD,1/6/14,77
SYD,1/7/14,66
SYD,1/8/14,66
SYD,1/9/14,70
SYD,1/10/14,73
SYD,1/11/14,78
SYD,1/12/14,76
SYD,1/13/14,73
SYD,1/14/14,76
SYD,1/15/14,78
SYD,1/16/14,78
SYD,1/17/14,78
SYD,1/18/14,78
SYD,1/19/14,72
SYD,1/20/14,73
SYD,1/21/14,72
SYD,1/22/14,70
SYD,1/23/14,72
SYD,1/24/14,76
SYD,1/25/14,69
SYD,1/26/14,67
SYD,1/27/14,71
SYD,1/28/14,74
SYD,1/29/14,78
SYD,1/30/14,77
SYD,1/31/14,76
SYD,2/1/14,75
SYD,2/2/14,78
SYD,2/3/14,78
SYD,2/4/14,72
SYD,2/5/14,68
SYD,2/6/14,68
SYD,2/7/14,70
SYD,2/8/14,76
SYD,2/9/14,78
SYD,2/10/14,71
SYD,2/11/14,72
SYD,2/12/14,75
SYD,2/13/14,78
SYD,2/14/14,74
SYD,2/15/14,75
SYD,2/16/14,72
SYD,2/17/14,70
SYD,2/18/14,72
SYD,2/19/14,77
SYD,2/20/14,74
SYD,2/21/14,71
SYD,2/22/14,70
SYD,2/23/14,70
SYD,2/24/14,72
SYD,2/25/14,76
SYD,2/26/14,81
SYD,2/27/14,70
SYD,2/28/14,68
SYD,3/1/14,70
SYD,3/2/14,69
SYD,3/3/14,70
SYD,3/4/14,72
SYD,3/5/14,76
SYD,3/6/14,71
SYD,3/7/14,74
SYD,3/8/14,76
SYD,3/9/14,74
SYD,3/10/14,77
SYD,3/11/14,75
SYD,3/12/14,74
SYD,3/13/14,70
SYD,3/14/14,74
SYD,3/15/14,74
SYD,3/16/14,75
SYD,3/17/14,70
SYD,3/18/14,72
SYD,3/19/14,70
SYD,3/20/14,74
SYD,3/21/14,75
SYD,3/22/14,76
SYD,3/23/14,76
SYD,3/24/14,68
SYD,3/25/14,70
SYD,3/26/14,72
SYD,3/27/14,70
SYD,3/28/14,70
SYD,3/29/14,70
SYD,3/30/14,72
SYD,3/31/14,70
SYD,4/1/14,72
SYD,4/2/14,72
SYD,4/3/14,74
SYD,4/4/14,68
SYD,4/5/14,68
SYD,4/6/14,66
SYD,4/7/14,66
SYD,4/8/14,68
SYD,4/9/14,68
SYD,4/10/14,68
SYD,4/11/14,73
SYD,4/12/14,66
SYD,4/13/14,65
SYD,4/14/14,62
SYD,4/15/14,63
SYD,4/16/14,64
SYD,4/17/14,62
SYD,4/18/14,66
SYD,4/19/14,64
SYD,4/20/14,64
SYD,4/21/14,64
SYD,4/22/14,66
SYD,4/23/14,66
SYD,4/24/14,72
SYD,4/25/14,66
SYD,4/26/14,67
SYD,4/27/14,63
SYD,4/28/14,66
SYD,4/29/14,68
SYD,4/30/14,66
SYD,5/1/14,60
SYD,5/2/14,64
SYD,5/3/14,56
SYD,5/4/14,60
SYD,5/5/14,60
SYD,5/6/14,59
SYD,5/7/14,58
SYD,5/8/14,57
SYD,5/9/14,60
SYD,5/10/14,64
SYD,5/11/14,64
SYD,5/12/14,61
SYD,5/13/14,64
SYD,5/14/14,64
SYD,5/15/14,63
SYD,5/16/14,65
SYD,5/17/14,66
SYD,5/18/14,65
SYD,5/19/14,67
SYD,5/20/14,68
SYD,5/21/14,64
SYD,5/22/14,67
SYD,5/23/14,66
SYD,5/24/14,68
SYD,5/25/14,68
SYD,5/26/14,66
SYD,5/27/14,69
SYD,5/28/14,68
SYD,5/29/14,62
SYD,5/30/14,62
SYD,5/31/14,64
SYD,6/1/14,64
SYD,6/2/14,63
SYD,6/3/14,60
SYD,6/4/14,60
SYD,6/5/14,60
SYD,6/6/14,58
SYD,6/7/14,56
SYD,6/8/14,56
SYD,6/9/14,54
SYD,6/10/14,60
SYD,6/11/14,57
SYD,6/12/14,60
SYD,6/13/14,60
SYD,6/14/14,62
SYD,6/15/14,56
SYD,6/16/14,58
SYD,6/17/14,56
SYD,6/18/14,58
SYD,6/19/14,59
SYD,6/20/14,62
SYD,6/21/14,58
SYD,6/22/14,58
SYD,6/23/14,56
SYD,6/24/14,57
SYD,6/25/14,58
SYD,6/26/14,60
SYD,6/27/14,58
SYD,6/28/14,62
SYD,6/29/14,56
SYD,6/30/14,54
SYD,7/1/14,54
SYD,7/2/14,54
SYD,7/3/14,54
SYD,7/4/14,58
SYD,7/5/14,55
SYD,7/6/14,54
SYD,7/7/14,56
SYD,7/8/14,56
SYD,7/9/14,56
SYD,7/10/14,54
SYD,7/11/14,57
SYD,7/12/14,54
SYD,7/13/14,50
SYD,7/14/14,50
SYD,7/15/14,56
SYD,7/16/14,59
SYD,7/17/14,58
SYD,7/18/14,54
SYD,7/19/14,52
SYD,7/20/14,55
SYD,7/21/14,54
SYD,7/22/14,54
SYD,7/23/14,55
SYD,7/24/14,57
SYD,7/25/14,58
SYD,7/26/14,59
SYD,7/27/14,56
SYD,7/28/14,57
SYD,7/29/14,64
SYD,7/30/14,65
SYD,7/31/14,67
SYD,8/1/14,57
SYD,8/2/14,51
SYD,8/3/14,50
SYD,8/4/14,54
SYD,8/5/14,54
SYD,8/6/14,57
SYD,8/7/14,57
SYD,8/8/14,54
SYD,8/9/14,58
SYD,8/10/14,60
SYD,8/11/14,50
SYD,8/12/14,49
SYD,8/13/14,52
SYD,8/14/14,52
SYD,8/15/14,54
SYD,8/16/14,54
SYD,8/17/14,58
SYD,8/18/14,56
SYD,8/19/14,58
SYD,8/20/14,54
SYD,8/21/14,54
SYD,8/22/14,58
SYD,8/23/14,56
SYD,8/24/14,58
SYD,8/25/14,59
SYD,8/26/14,57
SYD,8/27/14,58
SYD,8/28/14,60
SYD,8/29/14,54
SYD,8/30/14,56
SYD,8/31/14,60
SYD,9/1/14,63
SYD,9/2/14,56
SYD,9/3/14,53
SYD,9/4/14,54
SYD,9/5/14,54
SYD,9/6/14,58
SYD,9/7/14,58
SYD,9/8/14,60
SYD,9/9/14,64
SYD,9/10/14,65
SYD,9/11/14,66
SYD,9/12/14,60
SYD,9/13/14,60
SYD,9/14/14,65
SYD,9/15/14,62
SYD,9/16/14,66
SYD,9/17/14,64
SYD,9/18/14,58
SYD,9/19/14,58
SYD,9/20/14,55
SYD,9/21/14,59
SYD,9/22/14,61
SYD,9/23/14,61
SYD,9/24/14,65
SYD,9/25/14,66
SYD,9/26/14,62
SYD,9/27/14,61
SYD,9/28/14,64
SYD,9/29/14,75
SYD,9/30/14,76
SYD,10/1/14,74
SYD,10/2/14,64
SYD,10/3/14,62
SYD,10/4/14,66
SYD,10/5/14,76
SYD,10/6/14,70
SYD,10/7/14,72
SYD,10/8/14,64
SYD,10/9/14,64
SYD,10/10/14,66
SYD,10/11/14,70
SYD,10/12/14,72
SYD,10/13/14,68
SYD,10/14/14,57
SYD,10/15/14,54
SYD,10/16/14,60
SYD,10/17/14,58
SYD,10/18/14,62
SYD,10/19/14,66
SYD,10/20/14,62
SYD,10/21/14,62
SYD,10/22/14,65
SYD,10/23/14,70
SYD,10/24/14,73
SYD,10/25/14,70
SYD,10/26/14,76
SYD,10/27/14,78
SYD,10/28/14,73
SYD,10/29/14,66
SYD,10/30/14,74
SYD,10/31/14,74
SYD,11/1/14,82
SYD,11/2/14,62
SYD,11/3/14,63
SYD,11/4/14,68
SYD,11/5/14,70
SYD,11/6/14,64
SYD,11/7/14,66
SYD,11/8/14,68
SYD,11/9/14,66
SYD,11/10/14,68
SYD,11/11/14,64
SYD,11/12/14,66
SYD,11/13/14,70
SYD,11/14/14,82
SYD,11/15/14,68
SYD,11/16/14,72
SYD,11/17/14,67
SYD,11/18/14,69
SYD,11/19/14,68
SYD,11/20/14,77
SYD,11/21/14,82
SYD,11/22/14,72
SYD,11/23/14,79
SYD,11/24/14,78
SYD,11/25/14,72
SYD,11/26/14,72
SYD,11/27/14,66
SYD,11/28/14,68
SYD,11/29/14,70
SYD,11/30/14,75
SYD,12/1/14,76
SYD,12/2/14,76
SYD,12/3/14,80
SYD,12/4/14,76
SYD,12/5/14,76
SYD,12/6/14,75
SYD,12/7/14,74
SYD,12/8/14,78
SYD,12/9/14,72
SYD,12/10/14,72
SYD,12/11/14,68
SYD,12/12/14,66
SYD,12/13/14,68
SYD,12/14/14,68
SYD,12/15/14,72
SYD,12/16/14,74
SYD,12/17/14,68
SYD,12/18/14,73
SYD,12/19/14,69
SYD,12/20/14,69
SYD,12/21/14,72
SYD,12/22/14,76
SYD,12/23/14,76
SYD,12/24/14,71
SYD,12/25/14,76
SYD,12/26/14,74
SYD,12/27/14,68
SYD,12/28/14,72
SYD,12/29/14,73
SYD,12/30/14,80
SYD,12/31/14,72
ATL,1/1/14,41
ATL,1/2/14,39
ATL,1/3/14,29
ATL,1/4/14,30
ATL,1/5/14,43
ATL,1/6/14,33
ATL,1/7/14,16
ATL,1/8/14,32
ATL,1/9/14,39
ATL,1/10/14,44
ATL,1/11/14,56
ATL,1/12/14,49
ATL,1/13/14,48
ATL,1/14/14,52
ATL,1/15/14,39
ATL,1/16/14,35
ATL,1/17/14,42
ATL,1/18/14,35
ATL,1/19/14,46
ATL,1/20/14,51
ATL,1/21/14,38
ATL,1/22/14,27
ATL,1/23/14,31
ATL,1/24/14,24
ATL,1/25/14,33
ATL,1/26/14,44
ATL,1/27/14,46
ATL,1/28/14,25
ATL,1/29/14,20
ATL,1/30/14,27
ATL,1/31/14,40
ATL,2/1/14,45
ATL,2/2/14,60
ATL,2/3/14,52
ATL,2/4/14,43
ATL,2/5/14,43
ATL,2/6/14,35
ATL,2/7/14,40
ATL,2/8/14,48
ATL,2/9/14,51
ATL,2/10/14,45
ATL,2/11/14,38
ATL,2/12/14,32
ATL,2/13/14,37
ATL,2/14/14,44
ATL,2/15/14,41
ATL,2/16/14,47
ATL,2/17/14,52
ATL,2/18/14,57
ATL,2/19/14,63
ATL,2/20/14,67
ATL,2/21/14,55
ATL,2/22/14,52
ATL,2/23/14,57
ATL,2/24/14,54
ATL,2/25/14,51
ATL,2/26/14,41
ATL,2/27/14,38
ATL,2/28/14,42
ATL,3/1/14,51
ATL,3/2/14,60
ATL,3/3/14,47
ATL,3/4/14,39
ATL,3/5/14,47
ATL,3/6/14,42
ATL,3/7/14,48
ATL,3/8/14,56
ATL,3/9/14,60
ATL,3/10/14,60
ATL,3/11/14,64
ATL,3/12/14,56
ATL,3/13/14,44
ATL,3/14/14,50
ATL,3/15/14,59
ATL,3/16/14,56
ATL,3/17/14,49
ATL,3/18/14,43
ATL,3/19/14,53
ATL,3/20/14,58
ATL,3/21/14,55
ATL,3/22/14,64
ATL,3/23/14,57
ATL,3/24/14,50
ATL,3/25/14,44
ATL,3/26/14,41
ATL,3/27/14,52
ATL,3/28/14,57
ATL,3/29/14,58
ATL,3/30/14,54
ATL,3/31/14,61
ATL,4/1/14,67
ATL,4/2/14,67
ATL,4/3/14,70
ATL,4/4/14,69
ATL,4/5/14,60
ATL,4/6/14,55
ATL,4/7/14,58
ATL,4/8/14,55
ATL,4/9/14,58
ATL,4/10/14,59
ATL,4/11/14,61
ATL,4/12/14,66
ATL,4/13/14,69
ATL,4/14/14,67
ATL,4/15/14,51
ATL,4/16/14,48
ATL,4/17/14,53
ATL,4/18/14,54
ATL,4/19/14,57
ATL,4/20/14,63
ATL,4/21/14,64
ATL,4/22/14,66
ATL,4/23/14,66
ATL,4/24/14,65
ATL,4/25/14,71
ATL,4/26/14,66
ATL,4/27/14,71
ATL,4/28/14,71
ATL,4/29/14,72
ATL,4/30/14,68
ATL,5/1/14,61
ATL,5/2/14,63
ATL,5/3/14,63
ATL,5/4/14,71
ATL,5/5/14,75
ATL,5/6/14,73
ATL,5/7/14,72
ATL,5/8/14,75
ATL,5/9/14,71
ATL,5/10/14,70
ATL,5/11/14,74
ATL,5/12/14,77
ATL,5/13/14,77
ATL,5/14/14,74
ATL,5/15/14,59
ATL,5/16/14,58
ATL,5/17/14,60
ATL,5/18/14,59
ATL,5/19/14,65
ATL,5/20/14,70
ATL,5/21/14,74
ATL,5/22/14,76
ATL,5/23/14,79
ATL,5/24/14,78
ATL,5/25/14,79
ATL,5/26/14,76
ATL,5/27/14,75
ATL,5/28/14,77
ATL,5/29/14,77
ATL,5/30/14,77
ATL,5/31/14,78
ATL,6/1/14,75
ATL,6/2/14,72
ATL,6/3/14,78
ATL,6/4/14,79
ATL,6/5/14,77
ATL,6/6/14,76
ATL,6/7/14,78
ATL,6/8/14,77
ATL,6/9/14,79
ATL,6/10/14,78
ATL,6/11/14,75
ATL,6/12/14,75
ATL,6/13/14,75
ATL,6/14/14,76
ATL,6/15/14,80
ATL,6/16/14,81
ATL,6/17/14,82
ATL,6/18/14,83
ATL,6/19/14,83
ATL,6/20/14,82
ATL,6/21/14,79
ATL,6/22/14,79
ATL,6/23/14,80
ATL,6/24/14,78
ATL,6/25/14,79
ATL,6/26/14,79
ATL,6/27/14,79
ATL,6/28/14,79
ATL,6/29/14,82
ATL,6/30/14,80
ATL,7/1/14,81
ATL,7/2/14,83
ATL,7/3/14,79
ATL,7/4/14,74
ATL,7/5/14,77
ATL,7/6/14,78
ATL,7/7/14,81
ATL,7/8/14,80
ATL,7/9/14,82
ATL,7/10/14,79
ATL,7/11/14,78
ATL,7/12/14,81
ATL,7/13/14,81
ATL,7/14/14,81
ATL,7/15/14,79
ATL,7/16/14,74
ATL,7/17/14,74
ATL,7/18/14,75
ATL,7/19/14,77
ATL,7/20/14,72
ATL,7/21/14,78
ATL,7/22/14,77
ATL,7/23/14,80
ATL,7/24/14,79
ATL,7/25/14,79
ATL,7/26/14,80
ATL,7/27/14,82
ATL,7/28/14,81
ATL,7/29/14,74
ATL,7/30/14,72
ATL,7/31/14,76
ATL,8/1/14,74
ATL,8/2/14,76
ATL,8/3/14,78
ATL,8/4/14,81
ATL,8/5/14,80
ATL,8/6/14,81
ATL,8/7/14,83
ATL,8/8/14,81
ATL,8/9/14,80
ATL,8/10/14,79
ATL,8/11/14,78
ATL,8/12/14,80
ATL,8/13/14,76
ATL,8/14/14,74
ATL,8/15/14,77
ATL,8/16/14,78
ATL,8/17/14,79
ATL,8/18/14,80
ATL,8/19/14,79
ATL,8/20/14,81
ATL,8/21/14,81
ATL,8/22/14,84
ATL,8/23/14,84
ATL,8/24/14,82
ATL,8/25/14,77
ATL,8/26/14,76
ATL,8/27/14,77
ATL,8/28/14,80
ATL,8/29/14,80
ATL,8/30/14,80
ATL,8/31/14,80
ATL,9/1/14,82
ATL,9/2/14,81
ATL,9/3/14,82
ATL,9/4/14,77
ATL,9/5/14,81
ATL,9/6/14,82
ATL,9/7/14,82
ATL,9/8/14,78
ATL,9/9/14,77
ATL,9/10/14,79
ATL,9/11/14,81
ATL,9/12/14,83
ATL,9/13/14,78
ATL,9/14/14,72
ATL,9/15/14,73
ATL,9/16/14,79
ATL,9/17/14,77
ATL,9/18/14,74
ATL,9/19/14,77
ATL,9/20/14,75
ATL,9/21/14,75
ATL,9/22/14,73
ATL,9/23/14,69
ATL,9/24/14,67
ATL,9/25/14,71
ATL,9/26/14,70
ATL,9/27/14,72
ATL,9/28/14,70
ATL,9/29/14,69
ATL,9/30/14,75
ATL,10/1/14,75
ATL,10/2/14,74
ATL,10/3/14,72
ATL,10/4/14,57
ATL,10/5/14,58
ATL,10/6/14,65
ATL,10/7/14,70
ATL,10/8/14,76
ATL,10/9/14,78
ATL,10/10/14,76
ATL,10/11/14,78
ATL,10/12/14,75
ATL,10/13/14,74
ATL,10/14/14,66
ATL,10/15/14,62
ATL,10/16/14,62
ATL,10/17/14,65
ATL,10/18/14,66
ATL,10/19/14,60
ATL,10/20/14,62
ATL,10/21/14,65
ATL,10/22/14,59
ATL,10/23/14,58
ATL,10/24/14,62
ATL,10/25/14,62
ATL,10/26/14,71
ATL,10/27/14,72
ATL,10/28/14,68
ATL,10/29/14,62
ATL,10/30/14,57
ATL,10/31/14,51
ATL,11/1/14,43
ATL,11/2/14,46
ATL,11/3/14,52
ATL,11/4/14,57
ATL,11/5/14,60
ATL,11/6/14,61
ATL,11/7/14,51
ATL,11/8/14,51
ATL,11/9/14,55
ATL,11/10/14,57
ATL,11/11/14,58
ATL,11/12/14,56
ATL,11/13/14,41
ATL,11/14/14,36
ATL,11/15/14,39
ATL,11/16/14,44
ATL,11/17/14,45
ATL,11/18/14,31
ATL,11/19/14,36
ATL,11/20/14,48
ATL,11/21/14,51
ATL,11/22/14,50
ATL,11/23/14,54
ATL,11/24/14,66
ATL,11/25/14,55
ATL,11/26/14,50
ATL,11/27/14,42
ATL,11/28/14,40
ATL,11/29/14,47
ATL,11/30/14,55
ATL,12/1/14,60
ATL,12/2/14,61
ATL,12/3/14,61
ATL,12/4/14,63
ATL,12/5/14,58
ATL,12/6/14,58
ATL,12/7/14,52
ATL,12/8/14,43
ATL,12/9/14,45
ATL,12/10/14,43
ATL,12/11/14,43
ATL,12/12/14,47
ATL,12/13/14,50
ATL,12/14/14,46
ATL,12/15/14,48
ATL,12/16/14,52
ATL,12/17/14,44
ATL,12/18/14,46
ATL,12/19/14,47
ATL,12/20/14,47
ATL,12/21/14,48
ATL,12/22/14,46
ATL,12/23/14,49
ATL,12/24/14,55
ATL,12/25/14,45
ATL,12/26/14,47
ATL,12/27/14,50
ATL,12/28/14,57
ATL,12/29/14,58
ATL,12/30/14,46
ATL,12/31/14,44
STR,1/1/14,36
STR,1/2/14,40
STR,1/3/14,40
STR,1/4/14,40
STR,1/5/14,38
STR,1/6/14,38
STR,1/7/14,47
STR,1/8/14,49
STR,1/9/14,48
STR,1/10/14,40
STR,1/11/14,36
STR,1/12/14,38
STR,1/13/14,37
STR,1/14/14,38
STR,1/15/14,35
STR,1/16/14,42
STR,1/17/14,40
STR,1/18/14,34
STR,1/19/14,34
STR,1/20/14,37
STR,1/21/14,38
STR,1/22/14,38
STR,1/23/14,38
STR,1/24/14,34
STR,1/25/14,36
STR,1/26/14,37
STR,1/27/14,35
STR,1/28/14,35
STR,1/29/14,29
STR,1/30/14,30
STR,1/31/14,32
STR,2/1/14,36
STR,2/2/14,37
STR,2/3/14,34
STR,2/4/14,38
STR,2/5/14,32
STR,2/6/14,43
STR,2/7/14,43
STR,2/8/14,40
STR,2/9/14,39
STR,2/10/14,34
STR,2/11/14,38
STR,2/12/14,37
STR,2/13/14,41
STR,2/14/14,40
STR,2/15/14,45
STR,2/16/14,42
STR,2/17/14,42
STR,2/18/14,39
STR,2/19/14,42
STR,2/20/14,44
STR,2/21/14,39
STR,2/22/14,38
STR,2/23/14,42
STR,2/24/14,40
STR,2/25/14,42
STR,2/26/14,46
STR,2/27/14,43
STR,2/28/14,42
STR,3/1/14,40
STR,3/2/14,39
STR,3/3/14,40
STR,3/4/14,43
STR,3/5/14,42
STR,3/6/14,40
STR,3/7/14,43
STR,3/8/14,44
STR,3/9/14,46
STR,3/10/14,48
STR,3/11/14,46
STR,3/12/14,50
STR,3/13/14,48
STR,3/14/14,48
STR,3/15/14,46
STR,3/16/14,51
STR,3/17/14,51
STR,3/18/14,50
STR,3/19/14,50
STR,3/20/14,52
STR,3/21/14,55
STR,3/22/14,48
STR,3/23/14,40
STR,3/24/14,38
STR,3/25/14,38
STR,3/26/14,38
STR,3/27/14,42
STR,3/28/14,48
STR,3/29/14,50
STR,3/30/14,52
STR,3/31/14,52
STR,4/1/14,54
STR,4/2/14,56
STR,4/3/14,57
STR,4/4/14,58
STR,4/5/14,53
STR,4/6/14,57
STR,4/7/14,56
STR,4/8/14,54
STR,4/9/14,48
STR,4/10/14,51
STR,4/11/14,51
STR,4/12/14,54
STR,4/13/14,56
STR,4/14/14,49
STR,4/15/14,40
STR,4/16/14,42
STR,4/17/14,44
STR,4/18/14,44
STR,4/19/14,48
STR,4/20/14,53
STR,4/21/14,50
STR,4/22/14,53
STR,4/23/14,56
STR,4/24/14,56
STR,4/25/14,62
STR,4/26/14,58
STR,4/27/14,52
STR,4/28/14,51
STR,4/29/14,54
STR,4/30/14,57
STR,5/1/14,54
STR,5/2/14,54
STR,5/3/14,44
STR,5/4/14,46
STR,5/5/14,51
STR,5/6/14,56
STR,5/7/14,56
STR,5/8/14,56
STR,5/9/14,60
STR,5/10/14,56
STR,5/11/14,54
STR,5/12/14,49
STR,5/13/14,50
STR,5/14/14,52
STR,5/15/14,49
STR,5/16/14,53
STR,5/17/14,52
STR,5/18/14,55
STR,5/19/14,58
STR,5/20/14,62
STR,5/21/14,64
STR,5/22/14,68
STR,5/23/14,61
STR,5/24/14,59
STR,5/25/14,60
STR,5/26/14,59
STR,5/27/14,59
STR,5/28/14,57
STR,5/29/14,56
STR,5/30/14,50
STR,5/31/14,51
STR,6/1/14,56
STR,6/2/14,59
STR,6/3/14,60
STR,6/4/14,58
STR,6/5/14,56
STR,6/6/14,62
STR,6/7/14,69
STR,6/8/14,74
STR,6/9/14,77
STR,6/10/14,78
STR,6/11/14,72
STR,6/12/14,72
STR,6/13/14,69
STR,6/14/14,61
STR,6/15/14,59
STR,6/16/14,62
STR,6/17/14,61
STR,6/18/14,62
STR,6/19/14,63
STR,6/20/14,60
STR,6/21/14,58
STR,6/22/14,62
STR,6/23/14,64
STR,6/24/14,66
STR,6/25/14,61
STR,6/26/14,58
STR,6/27/14,62
STR,6/28/14,65
STR,6/29/14,61
STR,6/30/14,60
STR,7/1/14,60
STR,7/2/14,63
STR,7/3/14,65
STR,7/4/14,70
STR,7/5/14,67
STR,7/6/14,72
STR,7/7/14,66
STR,7/8/14,58
STR,7/9/14,53
STR,7/10/14,56
STR,7/11/14,64
STR,7/12/14,66
STR,7/13/14,67
STR,7/14/14,66
STR,7/15/14,68
STR,7/16/14,68
STR,7/17/14,71
STR,7/18/14,72
STR,7/19/14,75
STR,7/20/14,73
STR,7/21/14,65
STR,7/22/14,69
STR,7/23/14,70
STR,7/24/14,68
STR,7/25/14,68
STR,7/26/14,64
STR,7/27/14,70
STR,7/28/14,70
STR,7/29/14,64
STR,7/30/14,66
STR,7/31/14,68
STR,8/1/14,66
STR,8/2/14,66
STR,8/3/14,66
STR,8/4/14,67
STR,8/5/14,62
STR,8/6/14,64
STR,8/7/14,66
STR,8/8/14,66
STR,8/9/14,70
STR,8/10/14,72
STR,8/11/14,66
STR,8/12/14,64
STR,8/13/14,59
STR,8/14/14,60
STR,8/15/14,58
